Community,WRF_RH2_Day,WRF_RH2_Night,WRF_T2_Day,WRF_T2_Night,WRF_TSK_Day,WRF_TSK_Night,WRF_TW2_Day,WRF_TW2_Night,WRF_WBGT_Day,WRF_WBGT_Night
GRAND BOULEVARD,55.5053997039795,74.4492378234863,26.0732055664063,22.5059448242188,34.702294921875,19.922265625,19.02490234375,18.74365234375,23.9840850830078,20.0564374923706
CHATHAM,49.410774230957,71.4769248962402,27.5359130859375,22.9768615722656,35.8763214111328,20.3000122070313,19.44970703125,18.9777345657349,24.5740995407104,20.2170352935791
WEST PULLMAN,48.744239533691385,71.01588321655275,27.735027773437544,23.065951259765644,35.92727164550783,20.350987910156316,19.53088071289065,19.023211406555184,24.692451230163577,20.248431099243188
HEGEWISCH,51.33425416563285,72.1819136488062,27.225843143359587,22.899811278104018,35.19882388037272,20.43924245430513,19.45919461162289,19.051403802173827,24.54731568037232,20.211269904684467
NEAR WEST SIDE,70.54294872645248,76.86608878655782,23.114314012917365,21.743807943844264,24.66522923295541,19.4867244762295,17.779786810679983,17.88313910768609,22.685973341990344,19.47907370170829
UPTOWN,82.73967231074468,80.79250369494478,21.20951966877228,21.625009734721157,20.869602328916137,20.869602328916137,17.869418494309066,18.25044851665258,22.265316335460792,19.649110468128075
ENGLEWOOD,52.39728624813636,73.26801665954139,26.795736763385413,22.71367829546381,35.625604463118805,20.043921182558854,19.19883064381803,18.84311213868311,24.30487963247721,20.139232592695944
PORTAGE PARK,47.80776615800531,70.65950419546549,27.63106333414716,22.822056491895715,35.98765607811941,20.06636249059924,19.15978414601293,18.675141803697606,24.45200998152812,19.961512292664608
EDGEWATER,82.3183479309082,80.9653778076172,21.195199584961,21.5546203613281,20.7595458984375,20.7595458984375,17.79150390625,18.1662111282349,22.2259321212769,19.5973329544067
WASHINGTON PARK,54.26585709141356,73.97815657488455,26.361357276531358,22.58879073487253,35.070518777670486,19.970782916853093,19.094266458840515,18.78331777289477,24.11202073258928,20.089456896720844
CHICAGO LAWN,47.325740814209,69.6268272399902,28.0158477783203,23.1846862792969,36.4399047851563,20.3614898681641,19.53173828125,18.9534177780151,24.7834024429321,20.2066593170166
EAST GARFIELD PARK,49.5082130432129,71.4092254638672,27.2837005615235,22.7988677978516,35.8481231689453,20.0163818359375,19.15087890625,18.6979494094849,24.3799781799316,20.0179672241211
SOUTH LAWNDALE,48.93573357620536,70.67208944731406,27.50127888307226,22.977766972094543,35.88399049426959,20.14017938859583,19.28652168375205,18.800671819154232,24.4692535677022,20.109384275115705
AVALON PARK,49.54101656421178,71.55706255229637,27.503672231083787,22.96588979511786,35.87062325388271,20.28871742268957,19.438422908323563,18.97244283283111,24.562982591531995,20.21432141721727
NEAR NORTH SIDE,81.18411595146318,79.9260439381077,21.35112384352865,21.542723038543887,20.311084431400072,20.311084431400072,17.66171582865051,18.004043433553036,22.17494511018992,19.519195772427032
JEFFERSON PARK,47.6431751251221,70.5670776367188,27.6667419433594,22.8274017333985,35.9871307373047,20.0732513427735,19.1640625,18.6748046875,24.4556465148926,19.9577188491821
CLEARING,46.52945547433903,69.07287237172437,28.190893438249557,23.12395196625271,36.53609332107503,20.33057664466733,19.614492829330448,18.89466774558852,24.84666301639287,20.109430069403
FULLER PARK,55.5053997039795,74.4492378234863,26.0732055664063,22.5059448242188,34.702294921875,19.922265625,19.02490234375,18.74365234375,23.9840850830078,20.0564374923706
LOGAN SQUARE,52.24175122065579,72.3517104131095,26.77174004027565,22.67983421183524,34.720044779333286,20.083685359599404,19.02303422607991,18.651016503683504,24.240573307890298,19.977147352917623
HERMOSA,49.5028400421143,71.6113777160645,27.2636199951172,22.7670074462891,35.99306640625,19.9954162597656,19.11572265625,18.6786136627197,24.4145584106445,20.0005798339844
NORTH LAWNDALE,49.23177408905666,71.03559148245017,27.39087816803153,22.890570562778272,35.8448781722085,20.080405200127142,19.219494256893373,18.750867088413774,24.41892762290698,20.06489114122018
BELMONT CRAGIN,48.75754931534162,71.19612101837676,27.433440063406763,22.796502017947624,36.03098521703034,20.018822640039115,19.14404541388696,18.68054433560281,24.451074917656637,19.988812107067645
ALBANY PARK,49.79707707820263,71.91885480434877,27.134282014959133,22.696332811773665,35.89988703122629,19.9455333790782,19.017579959389952,18.621337569838374,24.3173917945255,19.966117636536428
HUMBOLDT PARK,49.50509793696014,71.52642732801606,27.27205844628412,22.78039611349006,35.93215694756133,20.004226618354757,19.130496357989,18.686739118523708,24.40002676933982,20.007886532392195
GAGE PARK,47.681094962465714,69.67161402175235,27.909306315836364,23.187314933247333,36.54189905004827,20.2858942654568,19.483660231641775,18.920887406748783,24.77677396808617,20.21336643346476
LINCOLN PARK,80.86590545784529,80.08887161537052,21.63113971563693,21.76879331065112,21.415791731029955,21.00617906725084,18.054354430262453,18.362600675178584,22.42226811594844,19.73225625989113
MORGAN PARK,48.82589120262271,70.88447238586758,27.69114436788873,23.0523393505222,35.98701901069056,20.321700542575744,19.50401141715575,19.004601365589863,24.644017612213585,20.22590038114852
FOREST GLEN,48.71284580700836,71.30649880556997,27.3682961316176,22.718155740012616,35.86401552012271,19.989561795516806,19.04601281159361,18.610170007759432,24.332390181111634,19.92888818257289
LAKE VIEW,82.8771017136113,80.70180960624452,21.22583053752942,21.65899318572019,20.921959136634747,20.921959136634747,17.908048383651266,18.289731543551238,22.285791940586503,19.67371777565252
WASHINGTON HEIGHTS,49.410774230957,71.4769248962402,27.5359130859375,22.9768615722656,35.8763214111328,20.3000122070313,19.44970703125,18.9777345657349,24.5740995407104,20.2170352935791
EDISON PARK,47.06352493717259,70.24736617672457,27.73234075552044,22.819224900939552,36.10860443269206,20.06702604938593,19.100430124823674,18.585079236420345,24.45488467250173,19.91173720720676
CALUMET HEIGHTS,50.28516670761592,71.82135050585315,27.3424086844086,22.958574380084947,35.82069155942102,20.28108572018377,19.39425663067277,18.99022429460176,24.51418634463263,20.23342563118904
GARFIELD RIDGE,46.781592480269154,69.29262936156803,28.10267526119975,23.123491856624376,36.53562407277603,20.295284620298865,19.54981908974589,18.88888669224856,24.809031037151964,20.127816545583062
GREATER GRAND CROSSING,51.61407982714525,72.89541863425775,26.983050451435687,22.773287021456063,35.7855630052978,20.09047720097618,19.25222555919403,18.87263592630484,24.381258201968368,20.159895679957685
OHARE,45.00027973983834,68.64850604670355,28.260396181704667,22.993348483982807,36.6461323754645,20.18152509213909,19.252354608245994,18.611620879607116,24.70914215494703,19.9191870724504
SOUTH CHICAGO,52.36060232927385,72.55812126724324,26.920621499670585,22.903759214102497,35.266574516887296,20.299992220906503,19.295976294092387,19.000806216898155,24.380137856856017,20.246775613676437
DUNNING,47.24020947865655,70.3488335317084,27.774455380590997,22.85352658681089,36.08515448862605,20.070926135589445,19.19659308096824,18.682499248432045,24.51396070726329,19.961762666198183
ARMOUR SQUARE,55.5053997039795,74.4492378234863,26.0732055664063,22.5059448242188,34.702294921875,19.922265625,19.02490234375,18.74365234375,23.9840850830078,20.0564374923706
MCKINLEY PARK,52.90856381400686,72.94288072742398,26.64314003616086,22.69777077846844,35.189273721663696,20.01220242859889,19.13422346662304,18.77053984892172,24.185145929993173,20.08143212130812
ROGERS PARK,63.558857336677015,77.35126625173511,24.330138277246014,21.85098976866325,30.68609840149377,19.932093259919185,18.35541118685092,18.303489300777056,23.18640060565395,19.66978579774244
WEST GARFIELD PARK,49.5082130432129,71.4092254638672,27.2837005615235,22.7988677978516,35.8481231689453,20.0163818359375,19.15087890625,18.6979494094849,24.3799781799316,20.0179672241211
NEW CITY,54.37890614579277,73.75575500477593,26.336798575234575,22.60514205515793,34.97321680226174,19.97268657448302,19.090060523089043,18.768368974178436,24.09917189344023,20.079483514073683
BRIGHTON PARK,47.98024642840638,69.86653918528673,27.813667981117906,23.14868405890429,36.43775203271209,20.24487428995097,19.43807378043063,18.89250130983318,24.71816414624113,20.195184863183197
BEVERLY,48.66922182622896,70.7517904363725,27.714316080183576,23.07027566353872,36.051999731609015,20.323353195459674,19.49293208172732,19.00235701852396,24.65015661708045,20.22619748065063
OAKLAND,55.5053997039795,74.4492378234863,26.0732055664063,22.5059448242188,34.702294921875,19.922265625,19.02490234375,18.74365234375,23.9840850830078,20.0564374923706
NEAR SOUTH SIDE,63.13942930787154,75.94667854847745,24.566356035068555,22.11921526182911,29.974876127622544,19.710439863682403,18.43943170589108,18.35590474688195,23.34040612403174,19.797093937424545
DOUGLAS,55.5053997039795,74.4492378234863,26.0732055664063,22.5059448242188,34.702294921875,19.922265625,19.02490234375,18.74365234375,23.9840850830078,20.0564374923706
